"type","id","author","editor","advisor","note","title","pages","article_no","num_pages","keywords","doi","journal","issue_date","volume","issue_no","description","month","year","issn","booktitle","acronym","edition","isbn","conf_loc","publisher","publisher_loc"
"article","2968347","Joel E. Fischer and James A. Colley and Ewa  Luger and Michael  Golembewski and Enrico  Costanza and Sarvapali D. Ramchurn and Stephen  Viller and Ian  Oakley and Jon E. Froehlich","","","","New Horizons for the IoT in Everyday Life: Proactive, Shared, Sustainable","657--660","","4","automation, internet of things, sharing economy","10.1145/2968219.2968347","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","2968577","Yiran  Zhao and Shanu  Salunke and Alexander  Leavitt and Kevin  Curtin and Nghia  Huynh and Clint  Zeagler","","","","E-archery: Prototype Wearable for Analyzing Archery Release","908--913","","6","archery, sports, training, wearable, workshop","10.1145/2968219.2968577","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","3267684","Vaibhav  Pandey and Nitish  Nag and Ramesh  Jain","","","","Ubiquitous Event Mining to Enhance Personal Health","676--679","","4","Event Mining, Pattern Recognition, Personal Health Navigation, User Interface","10.1145/3267305.3267684","","","","","","","2018","","Proceedings of the 2018 ACM International Joint Conference and 2018 International Symposium on Pervasive and Ubiquitous Computing and Wearable Computers","UbiComp '18","","978-1-4503-5966-5","Singapore, Singapore","ACM","New York, NY, USA"
"article","3274139","Shaun  Canavan and Marvin  Andujar and Lijun  Yin and Anton  Nijholt and Elizabeth  Schotter","","","","Ubiquitous Emotion Recognition with Multimodal Mobile Interfaces","937--941","","5","","10.1145/3267305.3274139","","","","","","","2018","","Proceedings of the 2018 ACM International Joint Conference and 2018 International Symposium on Pervasive and Ubiquitous Computing and Wearable Computers","UbiComp '18","","978-1-4503-5966-5","Singapore, Singapore","ACM","New York, NY, USA"
"article","3240967","Mehdi  Boukhechba and Lihua  Cai and Philip I. Chow and Karl  Fua and Matthew S. Gerber and Bethany A. Teachman and Laura E. Barnes","","","","Contextual Analysis to Understand Compliance with Smartphone-based Ecological Momentary Assessment","232--238","","7","Context-awareness, Ecological Momentary Assessment, Mobile Sensing, Phone Motion, Phone Usage, Spatiotemporal Patterns","10.1145/3240925.3240967","","","","","","","2018","","Proceedings of the 12th EAI International Conference on Pervasive Computing Technologies for Healthcare","PervasiveHealth '18","","978-1-4503-6450-8","New York, NY, USA","ACM","New York, NY, USA"
"article","2971356","Dmitri  Katz","","","","Investigating the Viability of Automated, Intuitive, and Contextual Insights for Chronic Disease Self-management Using Ubiquitous Computing Technologies","423--428","","6","health management, healthcare, internet of personal health, internet of things, quantified self, sensors, smartphone apps, wellbeing","10.1145/2968219.2971356","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","2743104","R.  Sriram and S.  Geetha and J.  Madhusudanan and P.  Iyappan and V. Prasanna Venkatesan and M.  Ganesan","","","","A Study on Context-aware Computing Framework in Pervasive Healthcare","39:1--39:5","39","5","Context awareness, Context-Aware Real-time Assistant (CARA) system, Context-aware computing, Emergency, Fuzzy logic, Self-learning, Self-learning context aware framework, Situation aware, Ubiquitous Context-aware Healthcare Service (UCHS)","10.1145/2743065.2743104","","","","","","","2015","","Proceedings of the 2015 International Conference on Advanced Research in Computer Science Engineering &#38; Technology (ICARCSET 2015)","ICARCSET '15","","978-1-4503-3441-9","Unnao, India","ACM","New York, NY, USA"
"article","3266207","Michaela  Murauer and Michael  Haslgr&#252;bler and Alois  Ferscha","","","","Natural Pursuits for Eye Tracker Calibration","3:1--3:10","3","10","Eye-Tracking, Gaze-based Interaction, Wearable Computing","10.1145/3266157.3266207","","","","","","","2018","","Proceedings of the 5th International Workshop on Sensor-based Activity Recognition and Interaction","iWOAR '18","","978-1-4503-6487-4","Berlin, Germany","ACM","New York, NY, USA"
"proceeding","3267305","","","","","","","","","","","","","","","","","2018","","Proceedings of the 2018 ACM International Joint Conference and 2018 International Symposium on Pervasive and Ubiquitous Computing and Wearable Computers","","","978-1-4503-5966-5","Singapore, Singapore","ACM","New York, NY, USA"
"article","3277822","Emrul  Kaisar","","","","I'm Here","1800--1801","","2","GPS, Human security, Location sharing, Privacy","10.1145/3267305.3277822","","","","","","","2018","","Proceedings of the 2018 ACM International Joint Conference and 2018 International Symposium on Pervasive and Ubiquitous Computing and Wearable Computers","UbiComp '18","","978-1-4503-5966-5","Singapore, Singapore","ACM","New York, NY, USA"
"article","3267565","Akira  Onoue and Maiya  Hori and Atsushi  Shimada and Rin-ichiro  Taniguchi","","","","Early Change Detection Based on SpotRank","198--201","","4","","10.1145/3267305.3267565","","","","","","","2018","","Proceedings of the 2018 ACM International Joint Conference and 2018 International Symposium on Pervasive and Ubiquitous Computing and Wearable Computers","UbiComp '18","","978-1-4503-5966-5","Singapore, Singapore","ACM","New York, NY, USA"
"proceeding","2800835","","","","General Chair-Kenji  Mase and General Chair-Marc  Langheinrich and General Chair-Daniel  Gatica-Perez and Program Chair-Hans  Gellersen and Program Chair-Tanzeem  Choudhury and Program Chair-Koji  Yatani","","","","","","","","","","","","","2015","","Adjunct Proceedings of the 2015 ACM International Joint Conference on Pervasive and Ubiquitous Computing and Proceedings of the 2015 ACM International Symposium on Wearable Computers","","","978-1-4503-3575-1","Osaka, Japan","ACM","New York, NY, USA"
"article","3267635","Seonghoon  Kim and Seungpyo  Choi and Saumay  Pushp and Wonjung  Kim and Junehwa  Song","","","","CoughCCTV: Group-wise Cough Management Service","98--101","","4","Cough, Group health, Group-based intervention, Public display-based service","10.1145/3267305.3267635","","","","","","","2018","","Proceedings of the 2018 ACM International Joint Conference and 2018 International Symposium on Pervasive and Ubiquitous Computing and Wearable Computers","UbiComp '18","","978-1-4503-5966-5","Singapore, Singapore","ACM","New York, NY, USA"
"article","3267578","Zulqarnain  Rashid and Callum L. Stewart and Sebastian  B&#246;ttcher and Yatharth  Ranjan and Richard J.B Dobson and Amos A. Folarin","","","","RADAR-base: Epilepsy Case Study","227--230","","4","brain disorders, epilepsy, mHealth, mobile app, seizures","10.1145/3267305.3267578","","","","","","","2018","","Proceedings of the 2018 ACM International Joint Conference and 2018 International Symposium on Pervasive and Ubiquitous Computing and Wearable Computers","UbiComp '18","","978-1-4503-5966-5","Singapore, Singapore","ACM","New York, NY, USA"
"article","3274765","Sumeet  Kumar and Kathleen M. Carley","","","","Towards Group-Activities Based Community Detection","1178--1183","","6","Activity recognition, Community detection, Mobile sensors","10.1145/3267305.3274765","","","","","","","2018","","Proceedings of the 2018 ACM International Joint Conference and 2018 International Symposium on Pervasive and Ubiquitous Computing and Wearable Computers","UbiComp '18","","978-1-4503-5966-5","Singapore, Singapore","ACM","New York, NY, USA"
"article","3267652","Tahera  Hossain and Md Atiqur Rahman Ahad and Tahia  Tazin and Sozo  Inoue","","","","Activity Recognition by Using LoRaWAN Sensor","58--61","","4","Activity Recognition, Healthcare, LPWA Technologies, LoRaWAN Sensor","10.1145/3267305.3267652","","","","","","","2018","","Proceedings of the 2018 ACM International Joint Conference and 2018 International Symposium on Pervasive and Ubiquitous Computing and Wearable Computers","UbiComp '18","","978-1-4503-5966-5","Singapore, Singapore","ACM","New York, NY, USA"
"article","2971458","Luca  Cagliero and Tania  Cerquitelli and Silvia  Chiusano and Paolo  Garza and Giuseppe  Ricupero","","","","Discovering Air Quality Patterns in Urban Environments","25--28","","4","data mining, pollutant data, sensor networks, smart cities","10.1145/2968219.2971458","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","2971432","Chao  Ma and Zhiwen  Yu and Fei  Yi and Zhu  Wang and Qingyang  Li and Bin  Guo","","","","Investigating Collaboration Evolution in UbiComp Research","161--164","","4","UbiComp, collaboration evolution, collaboration pattern, network analysis","10.1145/2968219.2971432","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","2968292","Moe  Matsuki and Sozo  Inoue","","","","Recognizing Unknown Activities Using Semantic Word Vectors and Twitter Timestamps","823--830","","8","activity recognition, natural language processing, word2vec, zero-shot learning","10.1145/2968219.2968292","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","2968588","Dimitrios  Amaxilatis and Evangelos  Lagoudianakis and Georgios  Mylonas and Evangelos  Theodoridis","","","","Managing Smartphone Crowdsensing Campaigns Through the Organicity Smart City Platform","1460--1465","","6","IoT, android, campaign, crowdsensing, experiment, experimentation management, mobile, sensors, smart city, smartphone, volunteers","10.1145/2968219.2968588","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","2968528","Maurizio  Caon and Leonardo  Angelini and Omar Abou Khaled and Dzmitry  Aliakseyeu and Jon  Mason and Elena  Mugellini","","","","Tangible Interaction with Light in the IoT","1646--1651","","6","internet of things, lighting, tangible interaction","10.1145/2968219.2968528","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","2968532","Frederik  Wiehr and Felix  Kosmalla and Florian  Daiber and Antonio  Kr&#252;ger","","","","Interfaces for Assessing the Rated Perceived Exertion (RPE) During High-intensity Activities","851--855","","5","HRM, RPE, sports technologies","10.1145/2968219.2968532","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","2971392","Andreas  Luxenburger and Alexander  Prange and Mohammad Mehdi Moniri and Daniel  Sonntag","","","","MedicaLVR: Towards Medical Remote Collaboration Using Virtual Reality","321--324","","4","assistive technologies, collaboration, eye tracking, hand tracking, medical virtual reality, multi-modal interaction","10.1145/2968219.2971392","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","2979132","Yuntao  Wang and Ke  Sun and Lu  Sun and Chun  Yu and Yuanchun  Shi","","","","SkinMotion: What Does Skin Movement Tell Us?","914--917","","4","body gesture, hand gesture, motion reconstruction, skin movement","10.1145/2968219.2979132","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","2971402","Hanna  Schneider","","","","Self-knowledge Through Numbers and the Operationalization of Learning","189--192","","4","activity tracking, learning, personal informatics, self-knowledge","10.1145/2968219.2971402","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","2971592","Iqbal H. Sarker and Alan  Colman and Muhammad Ashad Kabir and Jun  Han","","","","Phone Call Log As a Context Source to Modeling Individual User Behavior","630--634","","5","call log, mobile phone, rule discovery, temporal context, user behavior modeling","10.1145/2968219.2971592","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","2974045","Francesco  Cafaro and Stella A. Ress","","","","Time Travelers: Mapping Museum Visitors Across Time and Space","1492--1497","","6","RFID, design, full-body interaction, historic site interpretation, identity-preserving tracking, museums, public history","10.1145/2968219.2974045","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","2968275","Olivier  Augereau and Kai  Kunze and Hiroki  Fujiyoshi and Koichi  Kise","","","","Estimation of English Skill with a Mobile Eye Tracker","1777--1781","","5","LLAH, eye tracking, language estimation","10.1145/2968219.2968275","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","2968562","Passant El Agroudy and Tonja  Machulla and Rufat  Rzayev and Tilman  Dingler and Markus  Funk and Albrecht  Schmidt and Geoff  Ward and Sarah  Clinch","","","","Impact of Reviewing Lifelogging Photos on Recalling Episodic Memories","1014--1019","","6","egocentric photos, episodic memory, lifelogging, memory augmentation, photo reviewing, recall, retrieval induced forgetting, video summaries","10.1145/2968219.2968562","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","2968262","Franceli L. Cibrian and Oscar  Pena and Vianey  Vazquez and Carlos  Cardenas and Monica  Tentori","","","","Designing a Deformable Musical Surface for Children with Autism","977--982","","6","autism, interactive surfaces, multisensory systems","10.1145/2968219.2968262","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","2971428","Masato  Nomiyama and Toshiki  Takeuchi and Hiroyuki  Onimaru and Tomohiro  Tanikawa and Takuji  Narumi and Michitaka  Hirose","","","","Travel Planning System Considering Experience Flows Based on Driving Histories","177--180","","4","UI, association analysis, automobile, driving histories, experience flows, travel planning","10.1145/2968219.2971428","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","2971362","Tatsuya  Iizuka and Yoshiaki  Narusue and Yoshihiro  Kawahara and Tohru  Asami","","","","Planning Simulation Tool for Designing Energy Harvesting Applications","289--292","","4","design tool, energy harvesting, simulation","10.1145/2968219.2971362","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","2971388","Nikita  Jaiman and Randy  Tandriansyah and Thivya  Kandappu and Archan  Misra","","","","A Campus-scale Mobile Crowd-tasking Platform","297--300","","4","bundles, cheating, collaboration, context-aware, crowdsourcing, incentives, mobile, smart-campus, social-ties","10.1145/2968219.2971388","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","2968575","Marcus  Schmidt and Carl Christian Rheinl&#228;nder and Sebastian  Wille and Norbert  Wehn and Thomas  Jaitner","","","","IMU-based Determination of Fatigue During Long Sprint","899--903","","5","IMU, fatigue, long sprint, stance duration, stepping frequency","10.1145/2968219.2968575","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","2979128","Andrea  Omicini and Franco  Zambonelli","","","","Challenges of Decentralized Coordination in Large-scale Ubicomp Systems","1315--1320","","6","coordination, large-scale systems, self-organization","10.1145/2968219.2979128","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","2968315","Aris  Alissandrakis and Isabella  Nake","","","","A New Approach for Visualizing Quantified Self Data Using Avatars","522--527","","6","avatars, data visualization, quantified self","10.1145/2968219.2968315","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","2972715","Reem  Albaghli and Kenneth M. Anderson","","","","A Vision for Heart Rate Health Through Wearables","1101--1105","","5","fitness tracker, heart-rate tracking","10.1145/2968219.2972715","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","2968558","Olivia  Ojuroye and Russel  Torah and Steve  Beeby and Adriana  Wilde","","","","Autonomy is the Key: From Smart Towards Intelligent Textiles","678--681","","4","artificial intelligence, autonomous systems, e-textiles, electronic textiles, ethics, smart textiles","10.1145/2968219.2968558","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","2971389","Michael  Barz and Daniel  Sonntag","","","","Gaze-guided Object Classification Using Deep Neural Networks for Attention-based Computing","253--256","","4","eye tracking, gaze-based interaction, object classification, visual attention","10.1145/2968219.2971389","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","3277816","Anik  Sinha","","","","Autism School Management Guide","1775--1778","","4","Autism, Autism in Bangladesh, Communication, School Management, Technology in Education","10.1145/3267305.3277816","","","","","","","2018","","Proceedings of the 2018 ACM International Joint Conference and 2018 International Symposium on Pervasive and Ubiquitous Computing and Wearable Computers","UbiComp '18","","978-1-4503-5966-5","Singapore, Singapore","ACM","New York, NY, USA"
"article","3277833","Annu Sible Prabhakar","","","","Designing Compassionate Interactions for Maternal Wellness","1829--1831","","3","Design Thinking, Life Transitions, Maternal Wellness, Social Support","10.1145/3267305.3277833","","","","","","","2018","","Proceedings of the 2018 ACM International Joint Conference and 2018 International Symposium on Pervasive and Ubiquitous Computing and Wearable Computers","UbiComp '18","","978-1-4503-5966-5","Singapore, Singapore","ACM","New York, NY, USA"
"article","2968557","Eiman Y. Elbanhawy and Andrew F. G. Smith and John  Moore","","","","Towards an Ambient Awareness Interface for Home Battery Storage System","1608--1613","","6","ambient display, behaviour change, calm technology, solar energy storage","10.1145/2968219.2968557","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","2971361","Chieh-Ming  Chang and Szu-Chuang  Li and Yennun  Huang","","","","Crowdsensing Route Reconstruction Using Portable Bluetooth Beacon-based Two-way Network","265--268","","4","BLE, bluetooth beacon, information systems, information systems applications, proprietary network, route reconstruction, sensor networks, spatial-temporal systems","10.1145/2968219.2971361","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","2971391","Mohammad Mehdi Moniri and Daniel  Sonntag and Andreas  Luxenburger","","","","Peripheral View Calculation in Virtual Reality Applications","333--336","","4","eye tracking, gaze-based interactive technology, human peripheral vision, proactive systems, solid angle","10.1145/2968219.2971391","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","2971374","Rui  Zhang and Oliver  Amft","","","","Regular-look Eyeglasses Can Monitor Chewing","389--392","","4","automatic dietary monitoring, chewing detection, skull vibration, smart eyeglasses, surface EMG","10.1145/2968219.2971374","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","2979131","Bernhard  Anzengruber and Alois  Ferscha and Michael  Matscheko","","","","AL17: Triggering Interactions in an Ecosystem of Wearables","1333--1338","","6","device ecosystems, local interaction, spatial calculus","10.1145/2968219.2979131","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","2968327","Benjamin  Johansen and Michael Kai Petersen and Jakob Eg Larsen","","","","Obtaining Data on Hearing Experience Through Self-tracking","594--599","","6","cognition, hearing aids, non-clinical setup, personal informatics, quantified self, smartphone, wearables, working memory capacity","10.1145/2968219.2968327","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","2971444","Ekin  Gedik and Hayley  Hung","","","","Speaking Status Detection from Body Movements Using Transductive Parameter Transfer","69--72","","4","social action recognition, transfer learning, wearable sensors","10.1145/2968219.2971444","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","2979127","Ali  Farahani and Giacomo  Cabri and Eslam  Nazemi","","","","Self-* Properties in Collective Adaptive Systems","1309--1314","","6","authors' choice, by semicolons, emergence, feedback loop, include commas, of terms, propagation, required. self-<sup>*</sup> properties, separated, within terms only","10.1145/2968219.2979127","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","2971457","Nova  Ahmed and Minhaz Ahmed Syrus and Arshad M. Chowdhury","","","","Softsense: Sensing at Software Level","1--4","","4","harassment, photo abuse, sensing at software level","10.1145/2968219.2971457","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","2971401","Atsuya  Namba and Sunao  Hara and Masanobu  Abe","","","","LiBS: Lifelog Browsing System to Support Sharing of Memories","165--168","","4","GPS, browser, google street view, lifelog","10.1145/2968219.2971401","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","2971387","Joey  van der Bie and Britte  Visser and Jordy  Matsari and Mijnisha  Singh and Timon  van Hasselt and Jan  Koopman and Ben  Kr&#246;se","","","","Guiding the Visually Impaired Through the Environment with Beacons","385--388","","4","beacon, bluetooth, navigation, smart city, smartphone, visually impaired","10.1145/2968219.2971387","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","3248601","","","","Session Chair-Maurizio  Caon and Session Chair-Assunta  Matassa and Session Chair-Leonardo  Angelini and Session Chair-Ana  Tajadura-Jim&#233;nez and Session Chair-Aneesha  Singh and Session Chair-Nadia  Berthouze","Session Details: 3rd Workshop on Full-body and Multisensory Experience","--","","","","10.1145/3248601","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","2971414","Jonathan  Brem and J&#252;rgen  Hahn","","","","SmileAtMe: Rating and Recommending Funny Images via Smile Detection","21--24","","4","facial expression-based interaction, image rating, image recommendation, memes, perceptual user interface, smile detection","10.1145/2968219.2971414","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","2968274","Junichi  Shimizu and George  Chernyshov","","","","Eye Movement Interactions in Google Cardboard Using a Low Cost EOG Setup","1773--1776","","4","eye movement analysis, google cardboard, virtual reality","10.1145/2968219.2968274","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","2968291","Hikaru  Watanabe and Masahiro  Mochizuki and Kazuya  Murao and Nobuhiko  Nishio","","","","A Recognition Method for Continuous Gestures with an Accelerometer","813--822","","10","accelerometer, continuous gestures, gesture recognition","10.1145/2968219.2968291","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","2974044","Philipp  Breuss-Schneeweis","","","","The Speaking Celt: Augmented Reality Avatars Guide Through a Museum -- Case Study","1484--1491","","8","and virtual realities, archeology, artificial, augmented, augmented reality, avatars, history, mobile museum apps, story-telling","10.1145/2968219.2974044","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","2968574","Dr. Susanne Oertel and Dr. Michael Jank and Bj&#246;rn  Schmitz and Dr. Nadine Lang","","","","Monitoring of Biomarkers in Sweat with Printed Sensors Combined with Sport Wearables","893--898","","6","biomedical sensor for sweat ammonia, ion-selective electrode, screen-printed biosensor, sweat ammonia during exercise, wearable device","10.1145/2968219.2968574","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","2968527","Emylie  Pereira and Silvio  Kolb and Katrin  Sch&#228;fers and Sebastian  Schreiber and Volker  Weckbach and Walter  Goodwin and Catherine  Smith and Peter  Kaiser and Kirstin  Kohler","","","","STARS: Enlightenment in the Office Space for Behavioral Change","1640--1645","","6","ambient lighting system, behavioral change, persuasive design","10.1145/2968219.2968527","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","2971461","Valentin  Radu and Nicholas D. Lane and Sourav  Bhattacharya and Cecilia  Mascolo and Mahesh K. Marina and Fahim  Kawsar","","","","Towards Multimodal Deep Learning for Activity Recognition on Mobile Devices","185--188","","4","activity recognition, context detection, deep learning, mobile sensing, multimodal sensing","10.1145/2968219.2971461","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
